iter	Passed	Remaining
1081	313093	1712467
1082	313292	1711680
1083	313538	1711155
1084	313935	1711456
1085	314453	1712408
1086	314826	1712576
1087	315189	1712683
1088	315624	1713185
1089	316028	1713511
1090	316411	1713725
1091	317098	1715584
1092	317561	1716225
1093	317932	1716371
1094	318522	1717694
1095	318725	1716931
1096	318980	1716446
1097	319240	1715990
1098	319552	1715813
1099	319838	1715499
1100	320180	1715479
1101	320614	1715954
1102	320995	1716145
1103	321254	1715686
1104	321533	1715332
1105	321964	1715783
1106	322318	1715828
1107	322647	1715736
1108	323021	1715886
1109	323248	1715257
1110	323443	1714454
1111	323650	1713716
1112	323849	1712938
1113	324130	1712597
1114	324367	1712020
1115	324662	1711748
1116	325100	1712233
1117	325548	1712770
1118	325753	1712024
1119	325963	1711310
1120	326176	1710606
1121	326431	1710128
1122	326652	1709473
1123	326866	1708780
1124	327088	1708130
1125	327305	1707451
1126	327590	1707133
1127	327772	1706278
1128	327971	1705511
1129	328195	1704876
1130	328509	1704703
1131	328922	1705048
1132	329316	1705298
1133	329649	1705223
1134	330091	1705717
1135	330470	1705879
1136	330811	1705845
1137	331380	1706986
1138	331770	1707204
1139	332080	1707009
1140	332542	1707598
1141	332777	1707015
1142	332979	1706262
1143	333180	1705513
1144	333369	1704696
1145	333655	1704377
1146	333859	1703646
1147	334048	1702834
1148	334274	1702209
1149	334483	1701500
1150	334760	1701139
1151	334993	1700555
1152	335204	1699863
1153	335405	1699114
1154	335627	1698480
1155	335926	1698232
1156	336128	1697490
1157	336316	1696684
1158	336523	1695972
1159	336739	1695308
1160	337005	1694898
1161	337241	1694333
1162	337454	1693655
1163	337667	1692981
1164	337872	1692262
1165	338154	1691934
1166	338345	1691148
1167	338553	1690448
1168	338759	1689740
1169	338958	1688996
1170	339215	1688543
1171	339459	1688029
1172	339665	1687325
1173	339855	1686537
1174	340050	1685782
1175	340296	1685276
1176	340558	1684851
1177	340792	1684292
1178	340992	1683557
1179	341183	1682786
1180	341434	1682310
1181	341680	1681809
1182	341875	1681056
1183	342066	1680285
1184	342280	1679627
1185	342512	1679060
1186	342915	1679332
1187	343266	1679349
1188	343632	1679436
1189	344099	1680014
1190	344425	1679907
1191	344785	1679960
1192	345161	1680095
1193	345492	1680006
1194	345831	1679961
1195	346379	1680926
1196	346736	1680963
1197	347087	1680967
1198	347288	1680249
1199	347512	1679642
1200	347786	1679279
1201	347991	1678580
1202	348186	1677835
1203	348365	1677016
1204	348602	1676474
1205	348872	1676094
1206	349078	1675403
1207	349284	1674713
1208	349471	1673937
1209	349710	1673406
1210	350057	1673398
1211	350272	1672752
1212	350485	1672100
1213	350701	1671465
1214	350988	1671168
1215	351210	1670561
1216	351414	1669870
1217	351630	1669236
1218	351840	1668574
1219	352151	1668390
1220	352351	1667680
1221	352546	1666951
1222	352734	1666188
1223	352922	1665426
1224	353230	1665227
1225	353438	1664562
1226	353647	1663902
1227	353828	1663108
1228	354026	1662399
1229	354317	1662122
1230	354521	1661443
1231	354724	1660757
1232	354927	1660068
1233	355109	1659286
1234	355447	1659234
1235	355647	1658536
1236	355848	1657844
1237	356058	1657196
1238	356271	1656561
1239	356703	1656944
1240	356913	1656296
1241	357164	1655840
1242	357475	1655661
1243	357894	1655981
1244	358232	1655924
1245	358553	1655792
1246	358989	1656189
1247	359366	1656309
1248	359704	1656253
1249	360048	1656221
1250	360567	1656995
1251	360855	1656707
1252	361200	1656680
1253	361670	1657222
1254	361903	1656680
1255	362104	1655992
1256	362315	1655354
1257	362518	1654675
1258	362831	1654500
1259	363034	1653825
1260	363235	1653137
1261	363434	1652446
1262	363650	1651832
1263	363945	1651574
1264	364159	1650954
1265	364357	1650257
1266	364647	1649978
1267	365032	1650131
1268	365265	1649593
1269	365462	1648899
1270	365673	1648264
1271	365890	1647659
1272	366149	1647242
1273	366398	1646779
1274	366597	1646093
1275	366808	1645464
1276	367115	1645265
1277	367767	1646610
1278	368000	1646075
1279	368207	1645429
1280	368700	1646055
1281	369012	1645876
1282	369247	1645352
1283	369562	1645186
1284	370081	1645926
1285	370518	1646299
1286	370866	1646276
1287	371516	1647592
1288	372384	1649872
1289	373327	1652481
1290	373936	1653603
1291	374742	1655595
1292	375673	1658136
1293	376502	1660217
1294	377033	1660987
1295	377759	1662606
1296	378313	1663469
1297	378694	1663571
1298	379175	1664111
1299	379662	1664672
1300	379957	1664393
1301	380320	1664414
1302	380739	1664677
1303	380979	1664156
1304	381180	1663466
1305	381386	1662798
1306	381586	1662103
1307	381879	1661819
1308	382116	1661287
1309	382331	1660660
1310	382529	1659962
1311	382710	1659192
1312	383185	1659691
1313	383960	1661489
1314	384172	1660853
1315	384631	1661282
1316	384850	1660673
1317	385041	1659944
1318	385224	1659181
1319	385450	1658605
1320	385718	1658208
1321	385941	1657623
1322	386139	1656928
1323	386365	1656350
1324	386577	1655719
1325	387026	1656100
1326	387343	1655914
1327	387695	1655881
1328	388088	1656018
1329	388525	1656345
1330	388874	1656294
1331	389218	1656225
1332	389642	1656491
1333	389972	1656359
1334	390329	1656342
1335	390728	1656503
1336	391119	1656626
1337	391415	1656350
1338	391600	1655601
1339	391850	1655127
1340	392096	1654642
1341	392287	1653920
1342	392509	1653332
1343	393170	1654591
1344	393698	1655290
1345	393918	1654693
1346	394103	1653947
1347	394322	1653344
1348	394596	1652975
1349	394797	1652302
1350	395002	1651644
1351	395199	1650950
1352	395397	1650265
1353	395800	1650437
1354	396029	1649881
1355	396210	1649122
1356	396401	1648411
1357	396614	1647789
1358	396937	1647627
1359	397120	1646883
1360	397343	1646303
1361	397546	1645642
1362	397737	1644933
1363	398057	1644761
1364	398346	1644457
1365	398605	1644029
1366	398813	1643393
1367	399108	1643111
1368	399330	1642533
1369	399540	1641908
1370	399745	1641260
1371	399953	1640624
1372	400266	1640421
1373	400477	1639799
1374	400671	1639109
1375	400878	1638474
1376	401109	1637937
